"Symbol","Name","last","change","changepercent","open","high","low","bid","ask","vwap","sharevolume","dividend yield","beta","marketcap","sharesoutstanding","eps","peratio","pbratio","week52high","week52low","week52highvwap","week52lowvwap","week52highvol","week52lowvol","week52avgvol"
"BMO.PR.F","Bank of Montreal 5-Year Rate Reset Class B Preferred Shares Series 46 (NVCC)",26.05,0.25,0.968992,25.78,26.06,25.78,25.87,26.15,25.9579591,4900,4.894,1.058642029762268,364700000,14000000,8.18999958,,,26.2,14.5,26.09,15.2371,106220,18,10109
"BCE.PR.K","BCE Inc. Cumulative Redeemable First Preferred Shares Series AK",16,0.14,0.882724,16,16.13,15.8,15.8,16.05,16.0429263,51721,4.616,0.631417989730835,363769936,22735621,,,,16.35,8.16,16.043,8.6806,396034,300,37817
"PIF","Polaris Infrastructure Inc.",19.86,-0.16,-0.799201,20,20,18.74,19.8,19.97,19.3887118,210858,3.862,1.0411629676818848,362698195,18262749,1.66999995,11.9,1.251,24.41,8.6,24.1064,8.9833,724086,9005,82312
"PIPE","Pipestone Energy Corp.",1.89,0.19,11.176471,1.72,1.9,1.72,1.8,1.9,1.81199598,150359,,2.4642629623413086,360181080,190903947,-0.150000005,-11.1,1.011,1.99,0.31,1.8742,0.368,3266371,1005,137046
"TD.PF.L","Toronto-Dominion Bank non-cumulative 5-year rate reset preferred shares Series 22 (NVCC)",25.71,0.23,0.902669,25.48,25.71,25.48,25.68,25.87,25.5620927,4370,5.056,1.1106059551239014,359940000,14000000,,,,25.72,13.71,25.6471,14.3744,306472,28,15788
"CM.PR.O","Canadian Imperial Bank Of Commerce Non-Cumulative Rate Reset Class A Preferred Shares Series 39",22.41,0.11,0.493274,22.41,22.41,22.41,22.35,22.7,22.41,1352,4.142,1.1052839756011963,358560000,16000000,,,,22.41,10.06,22.41,10.1828,376731,60,16855
"PPTA","Perpetua Resources Corp.",7.5,-0.2,-2.597403,7.77,7.78,7.02,7.39,7.72,7.35690721,59013,,1.4089950323104858,356420295,47560776,-9.26000022,-0.9,4.518,20.4,2.35,19.6982,2.957,412292,3700,52904
"BNS.PR.E","Bank of Nova Scotia Non-Cumulative 5-Year Rate Reset Preferred Shares Series 34",25.3,0.04,0.158353,25.29,25.3,25.26,25.26,25.3,25.2659278,94512,5.435,0.5539360046386719,354200000,14000000,,,,25.5,17.52,25.4797,18.5342,512825,300,18086
"BMO.PR.T","Bank of Montreal 5-Year Rate Reset Class B Preferred Shares Series 29",22.09,0.09,0.409091,22,22.1,22,22,22.1,22.0638356,7543,4.101,1.0688979625701904,353440000,16000000,8.18999958,,,22.32,10.1,22.0639,10.3515,411091,183,17921
"ENB.PF.C","Enbridge Inc. cumulative redeemable preference shares series 11",17.65,0.15,0.857143,17.47,17.65,17.47,17.54,17.66,17.5627417,6533,5.578,1.209671974182129,353000000,20000000,,,,17.65,8.52,17.5628,9.063,710443,100,23377
"CRH","CRH Medical Corporation",4.88,-0.01,-0.204499,4.9,4.9,4.86,4.84,4.9,4.88217572,129124,,3.0780351161956787,348495850,71632147,-0.079999998,-59.6,3.783,5.08,1.26,5.0093,1.4255,2788730,25644,187025
"TRP.PR.E","TC Energy Corporation cumulative redeemable first preferred shares series 9",19.32,0.15,0.782473,19.18,19.32,19.18,19.31,19.45,19.2318181,2466,4.868,0.8505939841270447,347760000,18000000,,,,19.44,9.39,19.2713,9.6247,402640,300,15360
"SRX","Storm Resources Ltd.",2.86,0.08,2.877698,2.84,2.89,2.84,2.84,2.87,2.87188347,287630,,1.6426080465316772,347653020,121698812,-0.129999995,-21.5,0.859,2.96,0.86,2.8719,0.8926,1859493,600,163533
"GCM","Gran Colombia Gold Corp.",5.63,-0.05,-0.880282,5.68,5.7,5.49,5.58,5.65,5.61384236,395883,3.197,1.3652390241622925,346758619,61845744,-3.18000006,-1.8,1.622,8.4,2.89,8.3034,3.2767,6504318,102718,469761
"MFC.PR.B","Manulife Financial Corporation Non-Cumulative Class A Preferred Shares Series 2",24.69,-0.01,-0.040486,24.61,24.69,24.59,24.59,24.76,24.6755555,1852,4.708,0.6340839862823486,345660000,14000000,,,,25.32,14.86,25.2652,15.5478,233650,200,11186
"TD.PF.I","Toronto-Dominion Bank Non-Cumulative 5-Year Rate Reset Preferred Shares Series 16 (NVCC)",24.69,-0.2,-0.803536,24.92,24.92,24.69,24.6,24.77,24.9005555,1850,4.557,1.1260590553283691,345660000,14000000,,,,24.98,12,24.9537,13.1207,113425,100,11773
"ENB.PR.F","Enbridge Inc. cumulative redeemable preference shares series F",17.24,0.12,0.700935,17.12,17.24,17.06,17.11,17.25,17.1074429,35526,6.8,1.0649930238723755,344800000,20000000,,,,17.24,9.28,17.1075,9.4487,253700,40,25012
"GLO","Global Atomic Corporation",2.2,0.09,4.265403,2.24,2.25,2.01,2.11,2.2,2.13733614,325488,,1.6348140239715576,342494423,155679283,-0.039999999,-62.5,6.667,2.58,0.24,2.4273,0.2609,929739,8969,242098
"TD.PF.J","Toronto-Dominion Bank non-cumulative 5-year rate reset preferred shares Series 18 (NVCC)",24.41,0.03,0.123052,24.4,24.47,24.39,24.28,24.47,24.4394382,9130,4.814,0.8801109790802002,341740000,14000000,,,,24.49,11.83,24.4488,12.3122,242300,63,18113
"AHC","Apollo Healthcare Corp. Class B Shares",4.61,0.05,1.096491,4.59,4.635,4.51,4.61,4.7,4.55674196,33114,,2.1083850860595703,339871771,73205904,0.75,6.2,4.52,5.75,0.25,5.7008,0.2546,1195377,1,94968
"RY.PR.S","Royal Bank of Canada Non-Cumulative 5-Year Rate Reset First Preferred Shares Series BO",24.15,-0.05,-0.206612,24.15,24.29,24.15,24.08,24.25,24.1836842,1955,4.969,0.8320779800415039,338100000,14000000,,,,24.36,13.06,24.3,13.422,183182,1000,13835
"TD.PF.D","Toronto-Dominion Bank Non-Cumulative 5-Year Rate Reset Class A First Preferred Shares Serie",24.03,-0.21,-0.866337,23.9,24.03,23.9,23.8,24.17,23.9379166,2606,3.33,1.070862054824829,336420000,14000000,,,,24.24,12,24.06,12.3215,340823,50,13257
"PTM","Platinum Group Metals Ltd.",4.62,-0.13,-2.736842,4.65,4.8,4.15,4.55,4.7,4.45535341,203952,,1.6523339748382568,333572205,73829627,-0.189999997,-28.5,-46.2,8,1.25,7.2216,1.3672,985081,4205,88431
"VB","VersaBank",15.79,0.52,3.40537,15.34,15.88,15.33,15.68,15.79,15.6589156,16975,0.633,1.2072709798812866,333540997,21123559,0.819999992,19.3,1.449,17.64,4.41,16.3603,4.8313,207698,300,14084
"CBD.U","HempFusion Wellness Inc.",2.85,-0.15,-5,2.95,2.99,2.51,2.79,2.85,2.7211829,247278,,,332592709,117342984,-0.25999999,-11.9,35.625,3.56,1.36,3.4789,1.5352,2863181,49937,66284
"Y","Yellow Pages Limited",11.94,-0.18,-1.485149,11.94,11.94,11.94,11.92,12.2,11.94,1726,3.685,1.1271350383758545,332277138,27797397,2.27999997,5.3,11.371,13.02,6,12.9026,6.7227,68442,74,8373
"CM.PR.T","Canadian Imperial Bank Of Commerce Rate Reset Class A Preferred Shares Series 49",25.47,-0.01,-0.039246,25.55,25.6,25.44,25.43,25.6,25.5021113,43222,5.104,1.0809810161590576,331110000,13000000,,,,25.7,13.86,25.6395,14.6356,161500,200,12574
"ENB.PR.N","Enbridge Inc. cumulative redeemable preference shares series N",18.39,0.29,1.60221,18.1,18.39,18.1,18.3,18.4,18.2774531,16160,6.914,1.026384949684143,331020000,18000000,,,,18.39,10.16,18.2775,10.5778,114898,100,13415
"MRD","Melcor Developments Ltd.",9.98,0.03,0.301508,9.95,10,9.9,9.91,10.01,9.94962264,5375,3.206,1.3277980089187622,330633019,33091061,0.860000014,11.6,0.304,12.06,5.58,12.0035,5.7843,206756,150,11779
"SLF.PR.B","Sun Life Financial Inc. Class A Non-Cumulative Preferred Shares Series 2",25.15,0.06,0.239139,25.1,25.15,25.1,25.06,25.45,25.134,3636,4.771,0.5787190198898315,326950000,13000000,,,,25.55,15.75,25.4149,16.2098,527750,33,12460
"HOM.U","BSR Real Estate Investment Trust",10.84,0,0,10.74,10.87,10.73,10.75,10.84,10.8172033,11921,4.616,1.1515690088272095,326170245,30192417,2.20000004,4.9,0.907,13.11,7.52,12.8503,7.92,279924,600,24611
"ATP","Atlantic Power Corporation",3.65,-0.01,-0.273224,3.68,3.68,3.65,3.64,3.67,3.66173491,46463,,0.27684101462364197,325662373,89222568,-0.230000004,-15.6,-5.214,3.87,2.46,3.8185,2.5235,1839349,3245,69879
"ENB.PR.V","Enbridge Inc. cumulative redeemable preference shares Series 1",20.31,-0.18,-0.878477,20.35,20.37,20.3,20.22,20.37,20.3479591,5182,9.376,1.080253005027771,324960000,16000000,,,,20.5,11.16,20.4919,11.8271,65431,115,11122
"BSX","Belo Sun Mining Corp.",0.71,0,0,0.73,0.73,0.68,0.71,0.73,0.70489926,275082,,1.0760890245437622,323030060,455055248,-0.019999999,-44.4,5.917,1.45,0.21,1.3811,0.2946,2767488,16017,386249
"MRT.UN","Morguard Real Estate Investment Trust",5.03,0.08,1.616162,4.97,5.04,4.9,5.03,5.04,4.99917088,165724,4.771,1.8865339756011963,322549831,64130414,-5.75,-0.9,0.279,12.21,4.14,11.9287,4.2244,921157,19055,138943
"AKU","Akumin Inc.",4.575,0.115,2.578475,4.5,4.76,4.47,4.53,4.65,4.6385762,43533,,1.411262035369873,321066308,70178428,-0.009999999,,1.84,4.99,1.75,4.8552,1.9606,1341865,400,35243
"VCM","Vecima Networks Inc.",14,0,0,14.01,14.01,14,14,14.2,14.0018181,1100,1.571,0.9248260259628296,319994948,22864367,-0.200000002,-71.4,1.837,14.9,7.52,14.8,7.7806,212056,1,7331
"MFC.PR.M","Manulife Financial Corporation Non-Cumulative Rate Reset Class 1 Shares Series 17",22.82,0.02,0.087719,22.95,22.95,22.75,22.65,22.95,22.8739473,3968,4.163,1.0440820455551147,319480000,14000000,,,,23.61,9.32,23.0008,10.0031,271300,30,12794
"NA.PR.S","National Bank of Canada Non-cumulative 5-Year Rate Reset First Preferred Shares Series 30",22.74,0.14,0.619469,22.6,22.74,22.6,22.6,22.85,22.6396774,3169,4.425,1.1499890089035034,318360000,14000000,6.0999999,,,22.8,10.03,22.6397,10.2028,173712,3,14278
"TWM","Tidewater Midstream and Infrastructure Ltd.",0.94,-0.01,-1.052632,0.96,0.96,0.94,0.94,0.96,0.950173745,131978,4.255,1.6061179637908936,318292460,339130949,-0.170000001,-5.6,0.797,1.04,0.35,1.004,0.3575,4194956,33370,413255
"TVK","TerraVest Industries Inc.",17.01,-0.41,-2.353616,17.9,17.9,17,17,17.2,17.3388888,2065,2.352,0.6760069727897644,317768063,18477850,1.74,9.8,2.392,18.39,9.5,18.0025,10.0492,301863,7,9075
"QTRH","Quarterhill Inc.",2.74,-0.04,-1.438849,2.8,2.8,2.67,2.74,2.75,2.73041055,296503,1.825,0.32145801186561584,313982124,114394116,0.319999992,9.1,1.058,3.11,1.3,3.0731,1.347,3199758,23569,302756
"FCU","Fission Uranium Corp.",0.54,0.01,1.886792,0.55,0.57,0.5,0.53,0.55,0.524373932,2066121,,2.9996800422668457,311899688,567114075,-0.019999999,-34.4,0.982,0.64,0.1,0.6121,0.1091,6038974,61488,1065588
"DGS.PR.A","Dividend Growth Split Corp. Preferred Shares",10.25,0,0,10.21,10.25,10.21,10.15,10.25,10.24,2800,5.366,0.3990109860897064,311694310,30409201,,,,10.54,7,10.4926,7.3325,183372,41,17942
"LBS.PR.A","Life & Banc Split Corp. Preferred Shares",10.33,0.06,0.584226,10.26,10.33,10.26,10.27,10.33,10.2892063,12645,5.276,0.494922012090683,308011759,29817208,,,,10.48,6.77,10.419,6.9745,331582,65,20373
"ARIS","Aris Gold Corporation",2.23,-0.08,-3.463203,2.18,2.28,2.16,2.17,2.28,2.20414999,40067,,1.2910269498825073,306798806,137832940,-1.20000004,-1.9,,3.29,1.3,3.1313,1.3047,725340,2,47399
"ENB.PF.U","Enbridge Inc. cumulative redeemable preference shares series L",19.15,-0.11,-0.571132,19.25,19.25,19.15,19.15,19.16,19.1681481,2750,6.474,1.1689319610595703,306400000,16000000,,,,19.62,10.02,19.603,10.3086,144150,320,14475
"INO.UN","Inovalis Real Estate Investment Trust",9.405,-0.055,-0.581395,9.42,9.45,9.09,9.35,9.45,9.32831359,86759,8.772,1.4924830198287964,305514794,32400585,1.94000005,5.1,0.856,10.56,3.4,10.3658,3.9631,329665,10826,74969
"W.PR.M","Westcoast Energy Inc. cumulative 5-yr min rate reset redeemable first pref shares Series 12",25.41,0.01,0.03937,25.45,25.45,25.41,25.4,25.43,25.43,1100,5.116,0.6073330044746399,304920000,12000000,,,,26.13,15.75,25.6699,16.3345,251547,5,9707
"EXF","EXFO Inc. Subordinate Voting Shares",5.31,-0.06,-1.117318,5.37,5.39,5.29,5.2,5.32,5.34735294,10230,,1.4881750345230103,304408335,25802990,-0.119999997,-43.7,1.355,5.91,2.92,5.8533,3.0399,546446,200,12993
"RCG","RF Capital Group Inc.",1.73,-0.01,-0.574713,1.74,1.75,1.7,1.72,1.73,1.72226206,72601,,0.8467980027198792,304322655,159380123,-0.319999992,-5.4,3.681,2.05,1.08,2.0013,1.0831,1037476,200,84879
"TH","Theratechnologies Inc.",3.95,-0.06,-1.496259,3.96,4.03,3.71,3.91,3.99,3.86595755,189154,,1.8860599994659424,304202973,77013411,-0.209999993,,9.186,4.5,1.93,4.3666,2.0969,1501739,19616,159471
"TBL","Taiga Building Products Ltd.",2.8,0.01,0.358423,2.78,2.9,2.53,2.79,2.8,2.74998137,108378,,1.1418139934539795,303916360,108541557,0.649999976,4.3,1.481,3.46,0.51,3.3711,0.5673,427284,1,45513
"DIV","Diversified Royalty Corp.",2.51,0.01,0.4,2.52,2.52,2.47,2.49,2.52,2.49315461,199477,7.97,1.8144069910049438,303379774,121319664,-0.05,-51,1.549,3.03,1.17,3.0115,1.2431,2532325,43359,329676
"DRT","DIRTT Environmental Solutions Ltd.",3.58,0.42,13.29114,3.18,3.67,3.14,3.57,3.61,3.35903649,247932,,1.994115948677063,303159283,84681364,-0.170000001,-22.6,2.046,3.82,1.02,3.5548,1.1205,3078355,4110,176672
"EMA.PR.H","Emera Incorporated Cumulative Minimum Rate Reset First Preferred Shares Series H",25.26,-0.04,-0.158103,25.3,25.3,25.21,25.2,25.35,25.2787719,5750,4.85,0.3263790011405945,303120000,12000000,,,,26.02,19.14,25.8696,19.8005,110800,267,7778
"ALA.PR.K","AltaGas Ltd. cumulative redeemable 5-year rate reset preferred shares series K",25.16,0.05,0.199124,25.16,25.23,25.15,25.15,25.22,25.1636875,8120,4.968,0.8197799921035767,301920000,12000000,0.550000011,,,25.42,12.4,25.2929,12.7607,220272,50,9603
"BIP.PR.D","Brookfield Infrastructure Partners L.P. Class A Preferred Limited Partnership Units Series 7",25,0.05,0.200401,24.86,25,24.86,24.86,25,24.9896363,5500,5,0.7155510187149048,299493750,11979750,,,,25.2,15.07,25.027,16.0302,92400,100,7866
"PPL.PF.C","Pembina Pipeline Corporation cumulative redeemable min rate reset Class A Pref Shares Series 23",24.94,0.09,0.362173,24.94,24.95,24.7,24.85,24.95,24.8743856,164709,5.263,1.1118199825286865,299280000,12000000,,,,25.22,11.81,25.0207,12.095,165900,1,11193
"GWO.PR.G","Great-West Lifeco Inc. 5.20% Non-Cumulative First Preferred Shares Series G",24.91,-0.14,-0.558882,25.02,25.02,24.91,24.9,25.05,24.9479687,6534,5.219,0.656440019607544,298920000,12000000,,,,25.63,15.67,25.5584,16.2884,122400,200,7349
"ADN","Acadian Timber Corp.",17.91,0.08,0.448682,17.86,18.05,17.58,17.91,17.99,17.7142474,11828,6.477,0.9294790029525757,298862666,16686916,1.30999994,13.7,1.019,18.38,11.11,18.2569,12.0167,72481,995,13576
"ATH","Athabasca Oil Corporation",0.56,0.1,21.73913,0.5,0.59,0.495,0.55,0.56,0.53686639,13114576,,2.7438271045684814,297178219,530675391,-1.25,-0.4,0.523,0.59,0.11,0.5369,0.1032,18397209,31580,2099446
"BAM.PF.J","Brookfield Asset Management Inc. Class A Preference Shares Series 48",25,0.1,0.401606,24.89,25,24.89,24.95,25,24.984468,9450,4.75,0.6882010102272034,297149300,11885972,,,,25.53,16.53,25.3755,16.7888,185550,100,6931
"GWO.PR.H","Great-West Lifeco Inc. 4.85% Non-Cumulative First Preferred Shares Series H",24.68,0.13,0.529532,24.7,24.7,24.68,24.5,24.7,24.69,461,4.913,0.6471499800682068,296160000,12000000,,,,25.25,15.44,25.0682,15.9359,420500,100,9263
"FAF","Fire & Flower Holdings Corp.",1.24,-0.03,-2.362205,1.26,1.28,1.08,1.24,1.25,1.17487741,1712153,,2.6445860862731934,296147934,232114180,-0.600000023,-2.3,124,1.5,0.29,1.4535,0.3275,7868646,43037,632870
"GAU","Galiano Gold Inc.",1.32,0,0,1.31,1.36,1.28,1.26,1.38,1.32092716,193661,,1.0056999921798706,295981649,224253522,0.150000005,8.9,1.294,2.8,0.81,2.7181,0.9503,2128338,19928,268791
"HOT.UN","American Hotel Income Properties REIT LP",3.78,-0.07,-1.818182,3.88,3.9,3.48,3.74,3.8,3.68661144,388906,,2.816683053970337,295720460,78484068,-1.03999996,-3.7,0.643,5.91,1.09,5.745,1.2827,1256712,47691,271144
"ENB.PR.D","Enbridge Inc. cumulative redeemable preference shares series D",16.39,-0.04,-0.243457,16.53,16.53,16.34,16.37,16.43,16.3843424,25204,6.803,1.0937459468841553,295020000,18000000,,,,16.54,9,16.3844,9.3366,176317,200,17389
"NEPT","Neptune Wellness Solutions Inc.",1.78,0.01,0.564972,1.71,1.85,1.6,1.77,1.79,1.72294717,968404,,1.9878849983215332,294576700,163806612,-1.36000001,-1.5,2.472,4.81,1.36,4.5223,1.4856,2617643,52249,365898
"BAM.PF.I","Brookfield Asset Management Inc. Class A Preference Shares Series 46",25.06,0.01,0.03992,25.05,25.06,25.05,25.05,25.4,25.0500456,87753,4.789,0.6345099806785583,294224373,11740797,,,,25.75,16.63,25.598,17.1882,204265,100,7892
"BNS.PR.I","Bank of Nova Scotia Non-cumulative 5-Year Rate Reset Preferred Shares Series 40",24.43,-0.07,-0.285714,24.5,24.5,24.41,24.41,24.5,24.491822,23702,4.963,0.9118379950523376,293160000,12000000,,,,24.6,12.5,24.514,12.994,69150,205,9785
"SLF.PR.D","Sun Life Financial Inc. Class A Non-Cumulative Preferred Shares Series 4",24.39,0.14,0.57732,24.25,24.39,24.23,24.25,24.4,24.2811111,1800,4.561,0.6765589714050293,292680000,12000000,,,,24.96,14.2,24.9053,14.8451,380465,21,12479
"NA.PR.G","National Bank of Canada Non-cumulative 5-Year Rate Reset First Preferred Shares Series 42",24.35,0.03,0.123355,24.29,24.44,24.29,24.32,24.45,24.3498989,9980,5.082,0.9785940051078796,292200000,12000000,6.0999999,,,24.65,11.75,24.5748,12.0234,54308,50,7685
"MFC.PR.C","Manulife Financial Corporation Non-Cumulative Class A Preferred Shares Series 3",24.33,0,0,24.33,24.37,24.2,24.31,24.4,24.2570296,10205,4.624,0.748212993144989,291960000,12000000,,,,25.22,13.9,25.1083,14.3425,111501,196,10308
"SOT.UN","Slate Office REIT",4.29,0.05,1.179245,4.23,4.31,4.21,4.27,4.3,4.25577569,244752,9.315,1.2864960432052612,290713605,67765409,0.200000002,21.3,0.481,5.39,2.5,5.3236,2.6848,1276516,38097,206976
"PWF.PR.S","Power Financial Corporation 4.80% Non-Cumulative First Preferred Shares Series S",24.15,-0.16,-0.658165,24.31,24.31,24.15,24.15,24.29,24.2548275,3005,4.969,0.6820949912071228,289800000,12000000,,,,24.9,14.67,24.8669,15.508,95975,2,6274
"MDF","mdf commerce inc.",12.6,-0.42,-3.225806,12.98,12.98,11.89,12.54,12.62,12.3655343,149741,,1.6224470138549805,288374612,22886874,-0.720000028,-19.8,1.912,16.9,2.23,16.5236,2.5044,752967,523,61475
"GWO.PR.I","Great-West Lifeco Inc. 4.50% Non-Cumulative First Preferred Shares Series I",24,0.1,0.41841,23.77,24,23.76,23.81,24,23.9328571,1400,4.688,0.7088969945907593,288000000,12000000,,,,24.83,13.85,24.7572,14.1521,454415,100,7667
"NCU","Nevada Copper Corp.",0.16,-0.005,-3.030303,0.165,0.17,0.155,0.155,0.165,0.160426465,5704503,,2.0145089626312256,287673593,1824537112,-0.039999999,-4.3,0.593,0.26,0.06,0.2397,0.07,19825733,56289,2072878
"ITH","International Tower Hill Mines Ltd.",1.47,-0.01,-0.675676,1.45,1.47,1.42,1.44,1.51,1.44226666,7500,,0.7860569953918457,286515030,194908184,-0.039999999,-38.6,3.267,3.07,0.43,2.8717,0.4792,381052,500,41449
"LUC","Lucara Diamond Corp.",0.72,-0.02,-2.702703,0.77,0.77,0.72,0.72,0.78,0.740530303,68052,,1.830636978149414,285765648,396896733,-0.090000003,-8.4,1.075,1,0.41,0.9385,0.4136,6038858,3735,238012
"CM.PR.Q","Canadian Imperial Bank Of Commerce Non-Cumulative Rate Reset Class A Preferred Shares Series 43",23.69,-0.02,-0.084353,23.74,23.75,23.69,23,23.75,23.7004922,73215,3.317,1.1949379444122314,284280000,12000000,,,,23.83,10.19,23.75,10.7692,232100,100,9719
"ENB.PR.B","Enbridge Inc. cumulative redeemable preference shares series B",15.79,0.14,0.894569,15.67,15.79,15.52,15.65,15.85,15.6932727,11096,5.406,1.1078490018844604,284220000,18269812,,,,15.79,7.75,15.6933,8.154,238961,8,24384
"KOR","Corvus Gold Inc.",2.24,-0.02,-0.884956,2.26,2.32,2.19,2.23,2.25,2.25035162,111139,,1.5171539783477783,283657573,126811970,-0.180000007,-13.7,24.889,4.27,0.99,4.1462,1.1782,695795,13200,147469
"SLF.PR.I","Sun Life Financial Inc. Class A Non-Cumulative Rate Reset Preferred Shares Series 12R",23.6,0.04,0.169779,23.85,23.85,23.6,23.5,23.88,23.6892857,1696,4.032,1.0347919464111328,283200000,12000000,,,,24.74,10.27,24.635,10.627,205420,4,9521
"IBG","IBI Group Inc.",9.06,-0.04,-0.43956,9.08,9.08,8.96,9.01,9.07,9.00106805,206900,,1.2196099758148193,283125399,31265044,0.550000011,16.5,5.119,9.95,2.79,9.8492,2.9976,390987,254,37135
"NA.PR.E","National Bank of Canada Non-cumulative 5-Year Rate Reset First Preferred Shares Series 40 (Non",23.55,0.05,0.212766,23.51,23.65,23.5,23.51,23.65,23.5366666,2780,4.883,0.9515529870986938,282600000,12000000,6.0999999,,,23.65,10.52,23.5796,11.2509,59930,100,7716
"GOLD","GoldMining Inc.",1.9,-0.01,-0.52356,1.94,1.94,1.82,1.88,1.9,1.87655176,383874,,1.4074219465255737,282591070,148732142,-0.059999998,-34.3,4.419,3.85,0.86,3.7721,1.0068,10049530,114329,610310
"CLIQ","Alcanna Inc.",7.02,-0.07,-0.987306,7.12,7.15,6.66,7,7.06,6.8892091,193666,,1.683042049407959,281143187,40048887,0.460000008,15.3,2.889,7.97,1.21,7.8331,1.5169,1854072,12089,198394
"AOT","Ascot Resources Ltd.",0.99,0.01,1.020408,1,1,0.95,0.97,0.99,0.970216606,142394,,0.888126015663147,275342009,278323751,-0.029999999,-32.8,1.547,1.63,0.38,1.5414,0.4273,1161751,17641,252257
"ENB.PR.P","Enbridge Inc. cumulative redeemable preference shares series P",17.16,0.11,0.645161,17.23,17.23,17.01,17.15,17.23,17.1289189,4001,6.38,1.0984729528427124,274560000,16000000,,,,17.23,9.15,17.129,9.3565,343105,4,15871
"RY.PR.M","Royal Bank of Canada Non-Cumulative 5Year Rate Reset First Preferred SharesSeries BF(NVCC)",22.77,-0.23,-1,22.75,22.77,22.75,22.67,23,22.7570833,4800,3.294,0.9349859952926636,273240000,12000000,,,,23.05,11.98,22.98,12,461010,100,17656
"IMV","IMV Inc.",4.06,-0.02,-0.490196,4.07,4.16,3.81,4.05,4.12,3.93808041,165470,,1.9976229667663574,272399801,67093547,-0.620000004,-6.8,5.562,9.25,1.99,7.875,2.1027,5326621,16210,213998
"KITS","Kits Eyecare Ltd.",8.65,0.06,0.698487,8.59,8.67,8.45,8.65,8.7,8.53282264,64055,,,272347819,31000003,-0.009999999,-607.4,37.609,10.2,7.56,9.4155,7.7848,1574745,4572,17397
"GRN","Greenlane Renewables Inc.",2.05,0.32,18.49711,1.7,2.11,1.64,2.01,2.05,1.85982488,2611299,,2.8079519271850586,271489634,134547568,0.05,42.6,14.643,2.97,0.19,2.8282,0.2095,5780228,58350,1082055
"NB","NioCorp Developments Ltd.",1.12,-0.02,-1.754386,1.15,1.17,1.11,1.12,1.17,1.12939603,264650,,0.5300089716911316,270011074,241081316,-0.029999999,-40.6,56,2.08,0.55,1.4662,0.5687,3085306,1055,135411
"ENB.PR.T","Enbridge Inc. cumulative redeemable preference shares series R",16.86,0.05,0.297442,17,17,16.85,16.85,16.99,16.8715684,5324,6.039,1.138895034790039,269760000,16000000,,,,17,8.61,16.8716,8.9214,154085,26,13602
"NA.PR.W","National Bank of Canada Non-cumulative 5-Year Rate Reset First Preferred Shares Series 32",22.4,0.25,1.128668,22.1,22.4,22.1,22.4,22.49,22.2786486,3770,4.285,1.0666730403900146,268800000,12000000,6.0999999,,,22.4,9.94,22.2787,10.141,133019,200,12012
"CM.PR.P","Canadian Imperial Bank Of Commerce Non-Cumulative Rate Reset Class A Preferred Shares Series 41",22.31,0.11,0.495495,22.25,22.37,22.25,22.19,22.44,22.3146428,2834,4.38,1.0501110553741455,267720000,12000000,,,,22.38,10.15,22.3147,10.3713,451874,70,13072
"LEAF","Leaf Mobile Inc.",0.35,-0.02,-5.405406,0.37,0.375,0.345,0.35,0.375,0.359915572,1056393,,5.196259021759033,267531859,764376740,0,-88.3,,0.58,0.19,0.5023,0.2002,8651507,1830,185225
"BMO.PR.W","Bank of Montreal 5-Year Rate Reset Class B Preferred Shares Series 31",22.17,0.15,0.681199,22.1,22.18,22.1,22.02,22.18,22.1353125,3308,4.343,1.0585750341415405,266040000,12000000,8.18999958,,,22.25,10.32,22.1576,10.6104,237852,1,10271
"MARI","Marimaca Copper Corp.",4.12,-0.08,-1.904762,4.11,4.21,4.05,4.12,4.22,4.1263374,24365,,2.676888942718506,342783547,78389171,0.019999999,206.6,7.103,5.02,1,4.8313,1.0762,224956,120,32435
"PTS","Points International Ltd.",20,0.07,0.351229,18.75,20.6,18.74,19.96,20.18,19.591106,47925,,1.9703869819641113,264548140,13227407,-0.219999998,-91.1,5.988,21.19,9.31,20.9771,9.5719,83301,100,5578
"CU.PR.C","Canadian Utilities Limited cumulative redeemable second preferred shares series Y",20.3,0,0,20.35,20.6,20.3,20.3,20.6,20.4524136,2900,4.191,0.7562729716300964,263900000,13000000,,,,20.97,11.45,20.5055,11.6412,175000,16,8912
"BAM.PF.A","Brookfield Asset Management Inc. Class A Preference Shares Series 32",22.35,0,0,22.35,22.48,22.35,22.35,22.5,22.3692592,2846,5.661,0.8135640025138855,262619183,11754099,,,,22.96,11.12,22.7463,12.0314,165181,200,8988
"GSV","Gold Standard Ventures Corp.",0.73,0.03,4.285714,0.68,0.73,0.63,0.72,0.74,0.66910992,519363,,0.7874990105628967,260957630,357476205,-0.039999999,-20,1,1.5,0.47,1.3221,0.5002,6124050,1260,331639
"PHO","Photon Control Inc.",2.49,-0.02,-0.796813,2.48,2.56,2.38,2.48,2.49,2.44506632,453183,,1.556892991065979,260455185,104641990,0.119999997,22.5,4.15,2.99,0.65,2.9036,0.7341,1665597,34887,259093
